Global_Sales,Year,Genre
'\'(0.045-0.115]\'','\'(2004-2008]\'',Adventure
'\'(0.045-0.115]\'','\'(2004-2008]\'',Action
'\'(-inf-0.045]\'','\'(2004-2008]\'',Action
'\'(0.255-0.615]\'','\'(2004-2008]\'',Adventure
'\'(0.115-0.255]\'','\'(2004-2008]\'',Platform
'\'(-inf-0.045]\'','\'(2004-2008]\'',Misc
'\'(-inf-0.045]\'','\'(2004-2008]\'',Platform
'\'(0.045-0.115]\'','\'(2004-2008]\'',Action
'\'(-inf-0.045]\'','\'(2004-2008]\'',Action
'\'(-inf-0.045]\'','\'(2004-2008]\'',Platform
'\'(-inf-0.045]\'','\'(2004-2008]\'',Racing
'\'(-inf-0.045]\'','\'(2004-2008]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2004-2008]\'',Puzzle
'\'(-inf-0.045]\'','\'(2004-2008]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2004-2008]\'',Adventure
'\'(-inf-0.045]\'','\'(2004-2008]\'',Misc
'\'(0.615-inf)\'','\'(2004-2008]\'',Action
'\'(0.115-0.255]\'','\'(2004-2008]\'',Action
'\'(0.615-inf)\'','\'(2004-2008]\'',Misc
'\'(-inf-0.045]\'','\'(2004-2008]\'',Misc
'\'(0.615-inf)\'','\'(2008-2012]\'',Racing
'\'(0.615-inf)\'','\'(2008-2012]\'',Platform
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Simulation
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Puzzle
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Simulation
'\'(0.615-inf)\'','\'(2008-2012]\'',Shooter
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Misc
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Misc
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Racing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Racing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Platform
'\'(0.255-0.615]\'','\'(2008-2012]\'',Racing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Strategy
'\'(0.255-0.615]\'','\'(2008-2012]\'',Platform
'\'(0.255-0.615]\'','\'(2008-2012]\'',Strategy
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Adventure
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Adventure
'\'(0.045-0.115]\'','\'(2008-2012]\'',Platform
'\'(0.045-0.115]\'','\'(2008-2012]\'',Racing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Puzzle
'\'(0.045-0.115]\'','\'(2008-2012]\'',Simulation
'\'(0.615-inf)\'','\'(2008-2012]\'',Simulation
'\'(0.255-0.615]\'','\'(2008-2012]\'',Sports
'\'(0.255-0.615]\'','\'(2008-2012]\'',Sports
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Platform
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Platform
'\'(0.115-0.255]\'','\'(2008-2012]\'',Puzzle
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Shooter
'\'(0.255-0.615]\'','\'(2008-2012]\'',Simulation
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Fighting
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Misc
'\'(0.255-0.615]\'','\'(2008-2012]\'',Sports
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Adventure
'\'(0.045-0.115]\'','\'(2008-2012]\'',Sports
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Puzzle
'\'(0.115-0.255]\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Racing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Sports
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Strategy
'\'(0.045-0.115]\'','\'(2008-2012]\'',Sports
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Fighting
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Racing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Shooter
'\'(0.115-0.255]\'','\'(2008-2012]\'',Racing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Fighting
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Strategy
'\'(0.115-0.255]\'','\'(2008-2012]\'',Racing
'\'(-inf-0.045]\'','\'(2008-2012]\'',Sports
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Sports
'\'(0.045-0.115]\'','\'(2008-2012]\'',Misc
'\'(-inf-0.045]\'','\'(2008-2012]\'',Platform
'\'(0.115-0.255]\'','\'(2008-2012]\'',Sports
'\'(0.045-0.115]\'','\'(2008-2012]\'',Puzzle
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Fighting
'\'(0.115-0.255]\'','\'(2008-2012]\'',Platform
'\'(0.045-0.115]\'','\'(2008-2012]\'',Adventure
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Fighting
'\'(-inf-0.045]\'','\'(2008-2012]\'',Shooter
'\'(-inf-0.045]\'','\'(2008-2012]\'',Sports
'\'(-inf-0.045]\'','\'(2008-2012]\'',Sports
'\'(0.255-0.615]\'','\'(2008-2012]\'',Puzzle
'\'(0.115-0.255]\'','\'(2008-2012]\'',Sports
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Misc
'\'(-inf-0.045]\'','\'(2008-2012]\'',Sports
'\'(0.045-0.115]\'','\'(2008-2012]\'',Puzzle
'\'(-inf-0.045]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Platform
'\'(0.045-0.115]\'','\'(2008-2012]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2008-2012]\'',Misc
'\'(0.615-inf)\'','\'(2008-2012]\'',Platform
'\'(0.615-inf)\'','\'(2008-2012]\'',Simulation
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.615-inf)\'','\'(2008-2012]\'',Sports
'\'(0.615-inf)\'','\'(2008-2012]\'',Simulation
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Adventure
'\'(0.115-0.255]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Fighting
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Sports
'\'(0.045-0.115]\'','\'(2008-2012]\'',Puzzle
'\'(0.045-0.115]\'','\'(2008-2012]\'',Fighting
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Platform
'\'(0.045-0.115]\'','\'(2008-2012]\'',Simulation
'\'(-inf-0.045]\'','\'(2008-2012]\'',Misc
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Sports
'\'(0.255-0.615]\'','\'(2008-2012]\'',Racing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Misc
'\'(0.115-0.255]\'','\'(2008-2012]\'',Platform
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Shooter
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Simulation
'\'(0.115-0.255]\'','\'(2008-2012]\'',Sports
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Misc
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Misc
'\'(0.615-inf)\'','\'(2008-2012]\'',Adventure
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Platform
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Puzzle
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Adventure
'\'(-inf-0.045]\'','\'(2008-2012]\'',Adventure
'\'(-inf-0.045]\'','\'(2008-2012]\'',Adventure
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.615-inf)\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Adventure
'\'(-inf-0.045]\'','\'(2008-2012]\'',Misc
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(0.255-0.615]\'','\'(2008-2012]\'',Misc
'\'(0.045-0.115]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Puzzle
'\'(0.115-0.255]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Action
'\'(-inf-0.045]\'','\'(2008-2012]\'',Puzzle
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Simulation
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Platform
'\'(0.615-inf)\'','\'(2012-2016]\'',Misc
'\'(0.615-inf)\'','\'(2012-2016]\'',Platform
'\'(0.615-inf)\'','\'(2012-2016]\'',Adventure
'\'(0.615-inf)\'','\'(2012-2016]\'',Puzzle
'\'(0.115-0.255]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Strategy
'\'(0.115-0.255]\'','\'(2012-2016]\'',Platform
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Shooter
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Sports
'\'(0.255-0.615]\'','\'(2012-2016]\'',Platform
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Misc
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Adventure
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Puzzle
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Misc
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Misc
'\'(0.115-0.255]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Platform
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Fighting
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Simulation
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Platform
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Simulation
'\'(0.255-0.615]\'','\'(2012-2016]\'',Sports
'\'(0.115-0.255]\'','\'(2012-2016]\'',Strategy
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Simulation
'\'(-inf-0.045]\'','\'(2012-2016]\'',Strategy
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Misc
'\'(-inf-0.045]\'','\'(2012-2016]\'',Sports
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(-inf-0.045]\'','\'(2012-2016]\'',Fighting
'\'(-inf-0.045]\'','\'(2012-2016]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Platform
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Simulation
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Fighting
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Platform
'\'(0.615-inf)\'','\'(2012-2016]\'',Platform
'\'(0.255-0.615]\'','\'(2012-2016]\'',Misc
'\'(0.255-0.615]\'','\'(2012-2016]\'',Sports
'\'(0.255-0.615]\'','\'(2012-2016]\'',Simulation
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Puzzle
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Strategy
'\'(0.255-0.615]\'','\'(2012-2016]\'',Sports
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Puzzle
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Misc
'\'(0.115-0.255]\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Strategy
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Adventure
'\'(0.115-0.255]\'','\'(2012-2016]\'',Misc
'\'(0.115-0.255]\'','\'(2012-2016]\'',Fighting
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Sports
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Strategy
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Misc
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Puzzle
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2012-2016]\'',Simulation
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.045-0.115]\'','\'(2012-2016]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2012-2016]\'',Sports
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Simulation
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(-inf-0.045]\'','\'(2012-2016]\'',Simulation
'\'(-inf-0.045]\'','\'(2012-2016]\'',Role-Playing
'\'(-inf-0.045]\'','\'(2012-2016]\'',Adventure
'\'(0.615-inf)\'','\'(2012-2016]\'',Simulation
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Misc
'\'(0.615-inf)\'','\'(2012-2016]\'',Misc
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Role-Playing
'\'(0.255-0.615]\'','\'(2012-2016]\'',Puzzle
'\'(0.115-0.255]\'','\'(2012-2016]\'',Platform
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Strategy
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Puzzle
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Puzzle
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Platform
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Misc
'\'(0.115-0.255]\'','\'(2012-2016]\'',Role-Playing
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2012-2016]\'',Misc
'\'(0.255-0.615]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.255-0.615]\'','\'(2012-2016]\'',Fighting
'\'(0.115-0.255]\'','\'(2012-2016]\'',Role-Playing
'\'(0.115-0.255]\'','\'(2012-2016]\'',Sports
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.115-0.255]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(0.045-0.115]\'','\'(2012-2016]\'',Adventure
'\'(0.045-0.115]\'','\'(2012-2016]\'',Misc
'\'(0.045-0.115]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(-inf-0.045]\'','\'(2012-2016]\'',Action
'\'(0.615-inf)\'','\'(2012-2016]\'',Action
